symbol	GSM265020	GSM265036	GSM265361	GSM265363	GSM265366	GSM265436	GSM265439	GSM265445
NUP50	6.02561783161007	6.10931512102004	5.6328814835893	5.81708781464391	6.19665374494073	4.92184251309006	4.83360766550903	4.78748085600395
NUP62	7.20226356282762	7.48905460734225	7.20127737356192	7.55121225194602	7.82145503883553	7.92035054598666	7.21118548589275	7.60822261071084
NUP88	4.94278769697683	4.66591097202911	4.78309214847622	4.71755721935701	4.85983180933303	4.8035176432791	4.63817794617849	4.69077232045651
NUP93	7.89298042692989	7.14696076920858	7.38681035680723	7.74362479277448	7.58282830950903	7.72434568703315	7.70335155598744	7.82400437228455
NUP98	7.30633113078457	6.73178177179272	6.84131491395805	6.7725985955513	6.62861644816896	7.27638552170521	6.23934756938278	6.47328333825817
NUPL1	6.74701156969208	6.61780278950186	6.59950891867625	6.51012856653287	6.4009624056414	5.8152571207894	4.99591637160212	5.19923290665574
NUPL2	5.19197770202932	4.72562222693829	4.84789755468915	4.55413718950409	5.07045746317912	4.43819804679581	4.97253032051509	4.63479727799797
NUPR1	6.96111403407397	6.23492796409337	5.27368122281694	6.57731141905278	5.88403166295555	5.40908025080805	6.01269721238112	6.67822580915994
NUS1P3	5.40708481567713	4.67684747440811	5.74990908750725	5.16239776346777	5.04688155698269	5.17445304338512	5.09463799494145	5.07989924038915
NVL	5.20444405330005	4.85657600942358	4.97065877757964	5.07899524920928	5.20133083642994	5.33750599702634	5.28308129055795	5.17315673002041
NXF1	9.15336132202457	9.70594633242859	8.78605804507157	9.10283178065095	9.20215451326956	8.80031394293666	8.53039282477535	8.67169783990311
NXPH2	3.93819740325245	3.71653908867606	3.80988565595265	4.03515881619571	3.88290861409338	3.81742919475611	4.03047967458306	3.92794769500249
NXPH3	4.64601954700613	4.7527411737763	4.7063312600187	4.57844316611454	4.89419368703031	4.64395271953476	4.90272230794405	4.66253253271317
NXPH4	4.74519828319158	5.18013302064834	5.23496644377185	5.25470287512382	5.19332514653112	5.21058945870645	5.20837454852488	5.25588809764316
NXT2	5.7858427643676	3.57845651170013	4.42626536121898	4.57988404812574	4.62861758974247	4.79604423139653	4.46499338513175	4.66852199471073
OARD1	6.36739474245115	5.69671751947644	5.94725262864481	5.87445066239558	5.79831006559248	6.09339628122549	6.30254534286362	6.52158060538595
OAS1	8.06505415941869	6.61653066944339	7.08499314724773	7.07730329786049	7.64534777712938	7.96004795174883	7.43547575720188	7.32937330350116
OAS2	6.801124921738	6.85833573794352	6.98929628327389	7.03195844527936	6.97143608622892	8.01473903232582	7.83960571269886	7.55983568537064
OASL	7.08068182953483	6.96153704826586	6.79340013414236	7.08639035287172	6.56920374435388	8.4538860834006	6.58474790558593	6.42936830936312
OAT	7.45549364582309	8.40227343197681	7.84469105906535	7.61304988625057	7.27205334070484	6.83061494883772	6.43090872598244	6.70664150673034
OAZ1	11.9644815125631	12.2891186892564	12.4009725143136	12.5278982251163	12.4969562490244	12.4242083999845	12.5565668580373	12.496567258672
OAZ2	6.97825128103306	7.04650168074958	7.15197157593598	7.27779148359864	7.3494794498847	8.12087895488927	9.15650289781491	9.16063931559707
OAZ3	6.33275923449752	6.64789241076212	6.3188163322489	6.48940218543709	6.43826329056284	6.10421819823333	6.11761858857282	5.95269867377066
OBSL1	6.11666563100852	6.31588551247551	6.52074070778491	6.47779806363055	6.51578223966721	6.38934701090259	6.75742715159811	6.60207161204611
OCA2	2.93016054346211	3.24616436247937	3.06112474544702	2.70721667281987	3.01949531545794	2.98691769375636	3.1839543762126	3.27463821271425
OCEL1	6.54428514679209	6.7147214905076	6.69366782349656	6.83152168590427	6.76696131132607	6.6632893039777	7.01939342561322	7.02088334760281
OCLN	4.14589805077821	4.55269600466148	4.3630558476467	4.11844154201975	4.34731239201587	4.07835521521243	4.31100331993882	4.05668760135591
OCM2	3.77566547799368	3.65607794314133	3.5386903836328	3.63660793772896	3.59606122765252	3.39635549141363	3.7309022955835	3.49384547257938
OCRL	6.77184361507786	6.40083678399235	6.67864100569098	6.57157256503905	6.61016148890227	7.0442469786683	6.85091445438364	7.03513077996392
ODC1	7.52061183413423	7.09835328885991	7.31388284388288	7.5715296606314	6.96581360190891	7.54431652260664	6.94497646819416	7.47857415141038
ODF1	6.16082288370063	6.53964332455608	6.27387381627835	6.27405392724509	6.44878326320856	6.28634700292663	6.35452010284784	6.34774931396641
ODF2	4.65604902277	4.47105358990556	4.84150641314449	4.78180729359431	4.72286233284063	4.7849692568236	4.66601754830455	4.8179491899896
OFD1	3.3736248015721	3.07157749368684	3.05458316828978	2.96241253305235	3.15652167836071	2.88028078285972	2.92062400977789	2.95504748082193
OGDH	6.92980779349658	7.58035616728508	7.34607876118279	7.4128488534563	7.33565832936393	7.25481022017718	7.74611074383468	7.88311231755043
OGFR	8.02266543010138	8.57395099795661	8.88011179545543	8.2827927263214	8.55257467430997	9.09888413895176	9.21399914772003	9.04332670566781
OGG1	6.43746811437277	6.76517733916635	6.87036971035264	6.87231754987172	6.8572158747343	6.80897605729108	6.98792900467413	6.93802561690692
OGT	6.50839467874407	7.07090059354332	7.24187409866235	6.44559866466628	7.09008053227073	6.08455867518738	6.65095411868387	6.71221207606588
OIP5	3.16376114225859	3.05350383568982	2.97439730391584	3.04067960079221	3.01769492862197	2.74987017963864	2.94523301678116	3.05048176957935
OLFM1	3.86515889622848	4.07301569179984	3.80553856697495	3.82925085681943	3.82604831449036	3.80224466909483	4.23097512415571	3.97727073769351
OLFM4	2.46459945574211	2.49948682489378	2.48723460777894	2.52742623855828	2.33862132259716	2.26150693855123	2.46749236991893	2.39493617421112
OLFML1	2.81728794972835	2.93414836649779	2.80927734905408	2.72370493462395	2.90768254178577	2.68545327075871	2.81970545370446	2.81912052214087
OLFML2A	4.89742736940267	5.10180272044297	5.23913934423796	5.00489229259654	5.15412211096282	4.9048860608582	5.10468670266833	5.07867889705996
OLFML2B	6.65705660642108	6.03686692107634	5.92873873171666	6.55636126751328	6.27441452650192	7.19778462922288	8.22245534165876	7.85249812151385
OLIG2	3.67243285461912	5.34539467397052	4.67990198498478	3.97094215867916	4.13779593228023	3.63748200611836	3.45523478454974	3.44821300815454
OLR1	10.401285491029	9.36574585144158	10.4205556629512	10.4104943751685	9.47413190682676	9.98457421473679	5.87671780663216	5.1712598938611
OMD	3.35496539440537	3.43809529993881	3.29037916701729	3.3006611708632	3.49331540321998	3.31717887135499	3.64454883386676	3.42280278578852
ONECUT1	2.84193230009511	3.05958105227659	2.78917183551969	2.837786190636	2.77274544240271	2.92858855758419	2.73641558848154	2.97549065221986
ONECUT2	4.13107056412085	4.38652237814335	4.36522507198179	4.16284363731728	4.29343414421629	4.38875515697243	4.29572076217707	4.31175150389111
OPA1	5.79838390725768	4.77486828277238	5.20761404447561	5.44431764125721	5.0823658562859	5.50411126790937	5.12587155116536	5.44793353102114
OPCML	4.35424837242882	4.56830682213278	4.54282608180221	4.32946304898718	4.37315427202271	4.39742284881051	4.43221030525285	4.32186170384016
OPHN1	2.37801665481713	2.43780675628684	2.51759905019635	2.58171500195568	2.49621466746277	2.48849987739666	2.71209131875441	2.71684018811153
OPLAH	6.05004911624043	6.76493671148347	6.656579124874	6.66621290710831	6.59884600221396	6.83520501925449	6.78909178519083	6.93134712494381
OPN1SW	5.49813437181478	5.54638860609535	5.53339177628671	5.60295913940081	5.54957105852697	5.55053953486308	5.66216408090593	5.55816395963216
OPRD1	4.76605338671669	5.13550921025885	5.10244953472837	5.11202573751221	5.18040696619178	5.15318317447869	4.9727752428244	5.02539918889308
OPRK1	3.81256422293943	3.8690754296792	4.19829164448941	4.14626629927469	3.90581823213887	4.11034379904445	3.96785935165738	4.20199429628726
OPRL1	6.68147618952254	7.22247289811248	7.09726044699268	7.21668261229946	7.16922850136806	7.02717144793317	7.16457237984895	7.25438726497497
OPRM1	4.14589740420759	3.97848761210929	3.93786761413601	4.13207463972415	4.15532966682979	3.85933244616489	4.02919639240992	3.82338262934331
OPTN	7.52057015767119	5.8560470576763	6.54302771244196	6.35745676891808	6.63128778573454	7.17929807034281	5.9945913643251	6.04658608896849
OR10H3	6.42164215385215	6.5357880403151	6.34593079891192	6.39109675069687	6.50735280602943	6.14821732334877	6.31362022621318	6.34218189760234
OR1E1	4.13778199766333	4.21428494965271	4.10313732417979	4.29855785085421	4.16855717856445	3.98695881724893	4.08241812126574	4.02890345340595
OR2B6	5.2094321827837	5.44852838621308	5.19140804464115	5.20218933114257	5.24198690796025	5.23695305755871	5.22554303312893	5.21950477427127
OR2F1	6.94890671874183	6.97233068576064	7.21430938482187	7.09041027222884	7.00963477322496	6.97944076313429	7.01399990530855	6.99828855674033
OR2F2	7.0289676038843	7.31881975366751	7.39668800121488	7.31431943438821	7.28417239944405	7.28647906888752	7.37418746893967	7.43257457852854
OR2H1	3.37279041158548	3.58835376627944	3.52061439683176	3.54881887987435	3.53407994292843	3.46169090419583	3.50654567165913	3.45029327092562
OR2H2	3.50745850677047	4.82284847357807	4.46955883430809	4.24137695729841	4.36417538605347	4.29474744575833	4.17986056208541	4.36607748651378
OR2J2	5.02248141317529	5.15693690606155	5.27194832171764	5.57228906444348	5.34821120653519	5.31684599401669	5.23592978179399	5.00991702849147
OR5I1	4.15422477762308	4.49242117330388	4.55092019346126	4.43365277579036	4.43630200765255	4.56565503961983	4.80017001516689	4.63413041823486
OR7A5	3.77008393091361	3.90282586216302	3.93527545180545	3.83339540171152	3.81380832515944	3.6993821282361	3.95390928759187	3.71054235639186
OR7E12P	6.07204481477987	5.9077338826683	5.93366235206319	5.88250903602413	5.97666073402667	5.99886334414031	6.07249747178854	6.03485690514279
OR7E24	4.9434165444438	5.19275969288679	5.03579660302908	4.92250714532759	5.19086433647687	5.10957143543055	5.17491169801939	5.07668468475706
ORAI2	6.25347798338575	6.41408305718954	6.32761261087438	6.59619595492334	6.55716193312086	7.43579396567463	6.83205416400153	7.01593387236113
